Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"International tourism, number of arrivals",ST.INT.ARVL,Iceland,ISL,..,303000,489000,566000,673000,807300,997000,1289000,1792000,2225000,2343800,..
"International tourism, number of arrivals",ST.INT.ARVL,India,IND,..,2649000,5776000,6309000,6578000,6968000,13107000,13284000,14570000,15543000,17423000,..
"International tourism, number of arrivals",ST.INT.ARVL,Indonesia,IDN,..,5064000,7003000,7650000,8044000,8802000,9435000,10407000,11519000,14040000,15810000,..
"International tourism, number of arrivals",ST.INT.ARVL,"Iran, Islamic Rep.",IRN,..,..,2938000,3354000,3834000,4769000,4968000,5237000,4942000,4867000,7295000,..
"International tourism, number of arrivals",ST.INT.ARVL,Iraq,IRQ,..,78000,1518000,1510000,1111000,892000,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Ireland,IRL,..,6646000,7134000,7630000,7550000,8260000,8813000,9528000,10100000,10338000,10926000,..
"International tourism, number of arrivals",ST.INT.ARVL,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Israel,ISR,..,2417000,2803000,2820000,2886000,2962000,2927000,2799000,2900000,3613000,4121000,..
"International tourism, number of arrivals",ST.INT.ARVL,Italy,ITA,..,41181000,43626000,46119000,46360000,47704000,48576000,50732000,52372000,58253000,61567200,..
"International tourism, number of arrivals",ST.INT.ARVL,Jamaica,JAM,..,1323000,1922000,1952000,1986000,2008400,2080000,2123000,2182000,2353000,2473000,..
"International tourism, number of arrivals",ST.INT.ARVL,Japan,JPN,..,4757000,8611000,6219000,8358000,10364000,13413000,19737000,24040000,28691000,31192000,..
"International tourism, number of arrivals",ST.INT.ARVL,Jordan,JOR,..,1580000,4207000,3960000,4162000,3945000,3990000,3761000,3567000,3843500,4150000,..
"International tourism, number of arrivals",ST.INT.ARVL,Kazakhstan,KAZ,..,1683000,4097000,5685000,6163000,6841000,6333000,6430000,6509000,7701000,8789000,..
"International tourism, number of arrivals",ST.INT.ARVL,Kenya,KEN,..,899000,1470000,1750000,1619000,1434000,1261000,1114000,1268000,1364000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Kiribati,KIR,..,4800,4700,5300,4900,5900,5000,3900,5700,5800,7100,..
"International tourism, number of arrivals",ST.INT.ARVL,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,"Korea, Rep.",KOR,..,5322000,8798000,9795000,11140000,12176000,14202000,13232000,17242000,13336000,15347000,..
"International tourism, number of arrivals",ST.INT.ARVL,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Kuwait,KWT,..,1944000,5208000,5574000,5729000,6217000,6528000,6941000,7055000,7407000,8508000,..
"International tourism, number of arrivals",ST.INT.ARVL,Kyrgyz Republic,KGZ,..,59000,259000,337000,348000,415000,413000,402000,321000,421000,423000,..
"International tourism, number of arrivals",ST.INT.ARVL,Lao PDR,LAO,..,191000,1670000,1894000,2291000,2700000,3164000,3543000,3315000,3257000,3770000,..
