Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Urban population,SP.URB.TOTL,Belarus,BLR,6722804,6983033,7086808,7122689,7164339,7212995,7266287,7324181,7378986,7421374,7455039,..
Urban population,SP.URB.TOTL,Belgium,BEL,9606261,9956937,10639649,10784163,10856360,10912673,10966157,11034732,11095615,11143219,11193741,..
Urban population,SP.URB.TOTL,Belize,BLZ,89022,112276,145844,149360,152931,156547,160198,163885,167604,171354,175155,..
Urban population,SP.URB.TOTL,Benin,BEN,1716834,2631925,3964237,4125679,4293031,4466248,4646155,4832681,5026048,5226419,5433806,..
Urban population,SP.URB.TOTL,Bermuda,BMU,59326,61833,65124,64564,64798,65001,65139,65239,64555,63874,63968,..
Urban population,SP.URB.TOTL,Bhutan,BTN,86988,150226,238507,246710,255173,263846,272652,281528,290470,299472,308509,..
Urban population,SP.URB.TOTL,Bolivia,BOL,3815273,5201393,6675278,6829811,6985733,7137083,7285464,7434134,7583048,7732024,7881919,..
Urban population,SP.URB.TOTL,Bosnia and Herzegovina,BIH,1751849,1589898,1688139,1679674,1665461,1647984,1631018,1617732,1609086,1604577,1603630,..
Urban population,SP.URB.TOTL,Botswana,BWA,539575,874566,1240192,1287136,1320976,1352446,1386171,1424167,1467315,1514923,1565400,..
Urban population,SP.URB.TOTL,Brazil,BRA,110146163,141915773,165055094,167158525,169240750,171300683,173346772,175375436,177386818,179379301,181335507,..
Urban population,SP.URB.TOTL,British Virgin Islands,VGB,6613,8485,12456,12787,13036,13228,13398,13580,13784,14001,14222,..
Urban population,SP.URB.TOTL,Brunei Darussalam,BRN,171889,237094,291333,296486,301859,307348,312785,318080,323204,328169,332999,..
Urban population,SP.URB.TOTL,Bulgaria,BGR,5786939,5629167,5347166,5337678,5331472,5326274,5320503,5310996,5298039,5283539,5268724,..
Urban population,SP.URB.TOTL,Burkina Faso,BFA,1217244,2071321,3844033,4051998,4269913,4497993,4736618,4985855,5245972,5516726,5798656,..
Urban population,SP.URB.TOTL,Burundi,BDI,341077,526002,923258,977810,1034996,1095416,1159264,1227128,1299253,1375682,1456375,..
Urban population,SP.URB.TOTL,Cabo Verde,CPV,149104,228802,304564,310897,317394,324023,330707,337410,344098,350776,357429,..
Urban population,SP.URB.TOTL,Cambodia,KHM,1395346,2259173,2904520,3004694,3109364,3217889,3329689,3443896,3560344,3678963,3800503,..
Urban population,SP.URB.TOTL,Cameroon,CMR,4671629,7065361,10487740,10905608,11337560,11783316,12242760,12715783,13202425,13702203,14215401,..
Urban population,SP.URB.TOTL,Canada,CAN,21206427,24388404,27522537,27847821,28166078,28479640,28781576,29011826,29357013,29725508,30169985,..
Urban population,SP.URB.TOTL,Cayman Islands,CYM,25312,42303,56672,57878,58958,59932,60848,61724,62569,63382,64174,..
Urban population,SP.URB.TOTL,Central African Republic,CAF,1033580,1370220,1706628,1729233,1747415,1764187,1783840,1809714,1843118,1883452,1930200,..
Urban population,SP.URB.TOTL,Chad,TCD,1241012,1807913,2627677,2726093,2830799,2941280,3056811,3177086,3302149,3432534,3569015,..
Urban population,SP.URB.TOTL,Channel Islands,CHI,44159,45223,49604,50056,50333,50586,50863,51207,51629,52141,52708,..
Urban population,SP.URB.TOTL,Chile,CHL,11053911,13205623,14857033,15015959,15171189,15330437,15504104,15698027,15918731,16159787,16400002,..
